2d_loss   	3d_loss   	adv_loss   	temporal_loss   	
0.020344	0.026054	0.245300	0.603283	
0.023341	0.031299	0.260849	0.598253	
0.019145	0.025900	0.268913	0.569366	
0.020809	0.028737	0.244766	0.578301	
0.021492	0.027439	0.236955	0.595377	
0.020979	0.026247	0.318322	0.608114	
0.024334	0.028835	0.321736	0.610945	
0.017590	0.028914	0.302824	0.578963	
0.019092	0.027031	0.331316	0.583939	
0.018194	0.027458	0.295275	0.573379	
0.021851	0.028308	0.271845	0.594805	
0.019533	0.027597	0.248045	0.571862	
0.020366	0.027165	0.245137	0.565501	
0.020899	0.028158	0.261610	0.587732	
0.019597	0.026195	0.217681	0.575354	
0.016692	0.024507	0.224032	0.572576	
0.018853	0.028473	0.202392	0.583782	
0.020363	0.027651	0.231396	0.594799	
0.022308	0.026265	0.224651	0.591281	
0.020299	0.027597	0.183181	0.579678	
0.021803	0.030305	0.179455	0.570023	
0.019552	0.026720	0.175526	0.592759	
0.023248	0.028414	0.223500	0.608477	
0.021809	0.028159	0.241214	0.602456	
0.018548	0.028010	0.221510	0.584796	
0.020141	0.025234	0.222993	0.599832	
0.020566	0.026410	0.213753	0.595469	
0.019875	0.028633	0.170478	0.585566	
0.023155	0.027874	0.214526	0.592614	
0.019528	0.028037	0.210720	0.592779	
0.023271	0.027904	0.191401	0.611155	
0.019215	0.028517	0.208390	0.603926	
0.020586	0.026864	0.217393	0.572689	
0.019612	0.026651	0.200626	0.584737	
0.018625	0.025431	0.205550	0.593983	
0.020051	0.025218	0.206033	0.567787	
0.019772	0.027290	0.217826	0.580747	
0.020627	0.026761	0.235711	0.574052	
0.020494	0.027387	0.236273	0.575980	
0.021044	0.027066	0.207007	0.562031	
0.019024	0.024038	0.216843	0.571243	
0.022855	0.029951	0.212930	0.577906	
0.017565	0.025672	0.235070	0.568332	
0.018901	0.027533	0.217626	0.543131	
0.019276	0.029534	0.194727	0.571412	
0.021139	0.027840	0.247482	0.590125	
0.020666	0.025592	0.235705	0.575637	
0.021500	0.024834	0.262085	0.587301	
0.019857	0.028106	0.320017	0.566636	
0.020075	0.028607	0.315199	0.576195	
0.021237	0.026341	0.289696	0.572568	
0.018289	0.025970	0.309093	0.572988	
0.019585	0.026918	0.314437	0.562817	
0.020018	0.026170	0.276845	0.587757	
0.017745	0.027484	0.317720	0.570295	
0.022910	0.027421	0.293718	0.571896	
0.018349	0.028873	0.307064	0.556872	
0.021723	0.029491	0.242161	0.577679	
0.019086	0.027642	0.262751	0.588539	
0.018058	0.026493	0.248411	0.565830	
0.022470	0.027333	0.247927	0.592250	
0.018489	0.024127	0.247560	0.564057	
0.018038	0.025879	0.296389	0.573016	
0.021013	0.027634	0.252157	0.545357	
0.018516	0.028067	0.263551	0.572914	
0.020316	0.026599	0.235796	0.574455	
0.018361	0.024167	0.261801	0.553428	
0.021147	0.026746	0.274307	0.578501	
0.021227	0.026439	0.275796	0.592609	
0.019328	0.027015	0.261575	0.581246	
0.021024	0.029452	0.273902	0.573210	
0.020107	0.027473	0.229108	0.552489	
0.020445	0.026991	0.246948	0.595297	
0.019692	0.029288	0.219878	0.590671	
0.022281	0.026584	0.228233	0.576157	
0.020946	0.025418	0.221550	0.571699	
0.021558	0.027374	0.219827	0.604712	
0.017179	0.025908	0.178981	0.567908	
0.019066	0.025214	0.198178	0.573964	
0.018440	0.024563	0.197415	0.565063	
0.019333	0.027272	0.193993	0.564054	
0.018510	0.026239	0.242676	0.562288	
0.017661	0.026308	0.202697	0.538905	
0.018911	0.025508	0.227129	0.555347	
0.020442	0.026626	0.243705	0.584593	
0.018845	0.028381	0.196436	0.578993	
0.019697	0.025792	0.210624	0.572627	
0.019347	0.026527	0.221631	0.577259	
0.019601	0.027826	0.213450	0.555501	
0.019745	0.026205	0.215151	0.548486	
0.019974	0.026272	0.195033	0.566707	
0.020748	0.027903	0.152513	0.575968	
0.017775	0.024458	0.138352	0.554534	
0.018673	0.024096	0.154633	0.580482	
0.017106	0.026000	0.151366	0.548386	
0.019350	0.025137	0.177077	0.579484	
0.022953	0.026735	0.180332	0.599488	
0.018776	0.026229	0.170634	0.584846	
0.018795	0.027478	0.121204	0.565033	
0.019427	0.025030	0.138601	0.569446	
0.019372	0.024186	0.138934	0.567922	
0.021877	0.027131	0.138800	0.585711	
0.018679	0.025276	0.153142	0.562285	
0.019837	0.024481	0.154645	0.547554	
0.017930	0.024178	0.106206	0.570516	
0.018643	0.026213	0.074910	0.557693	
0.017429	0.028430	0.109249	0.570361	
0.021047	0.028534	0.127906	0.590338	
0.018634	0.026117	0.110594	0.566528	
0.019871	0.025436	0.158077	0.583070	
0.017761	0.025229	0.146596	0.551152	
0.018887	0.025109	0.179789	0.566538	
0.020336	0.025256	0.132755	0.593773	
0.019579	0.026724	0.175805	0.570449	
0.018595	0.024504	0.154200	0.555990	
0.019729	0.024163	0.199509	0.571785	
0.016238	0.024868	0.179697	0.533185	
0.019249	0.027440	0.170420	0.556576	
0.020508	0.027655	0.139847	0.567498	
0.017964	0.025920	0.137182	0.569506	
0.016875	0.024088	0.135617	0.551013	
0.017860	0.026839	0.163224	0.550489	
0.018365	0.026227	0.182952	0.557161	
0.015795	0.024099	0.175205	0.526485	
0.018814	0.025131	0.161659	0.575469	
0.018676	0.025848	0.178263	0.544272	
0.018645	0.025863	0.204432	0.561344	
0.017949	0.024710	0.197805	0.561500	
0.017172	0.024188	0.212397	0.537258	
0.016894	0.027234	0.198712	0.538585	
0.015644	0.025413	0.175683	0.538808	
0.019391	0.024703	0.153810	0.559943	
0.016163	0.022937	0.137338	0.547566	
0.020916	0.024749	0.177305	0.566816	
0.017427	0.023808	0.158940	0.555390	
0.018939	0.026270	0.122752	0.545949	
0.017084	0.023152	0.138479	0.548272	
0.020095	0.026984	0.101710	0.546884	
0.018242	0.024786	0.117969	0.566353	
0.017491	0.025317	0.111188	0.556090	
0.019056	0.026028	0.123286	0.566507	
0.020388	0.028414	0.086717	0.558516	
0.016839	0.023875	0.062528	0.574937	
0.019180	0.024603	0.084497	0.552004	
0.018723	0.023923	0.048650	0.552217	
0.017014	0.025803	0.089445	0.544301	
0.018985	0.025290	0.060958	0.585868	
0.018095	0.023912	0.083695	0.578237	
0.017206	0.024508	0.072405	0.541583	
0.017880	0.024589	0.067551	0.547782	
0.022349	0.027573	0.062711	0.590072	
0.017245	0.025812	0.092588	0.537969	
0.018746	0.023627	0.074005	0.544142	
0.019141	0.025406	0.127275	0.552089	
0.019041	0.023377	0.116197	0.555810	
0.015470	0.023002	0.140862	0.526250	
0.018202	0.023761	0.163078	0.543177	
0.018253	0.025613	0.135461	0.552470	
0.018556	0.023162	0.153391	0.532583	
0.019162	0.027186	0.088212	0.537558	
0.018675	0.023283	0.120933	0.546605	
0.018568	0.023927	0.109234	0.556150	
0.018931	0.025974	0.107195	0.543753	
0.021297	0.024811	0.079747	0.541206	
0.018680	0.024439	0.057535	0.532755	
0.018362	0.023899	0.080596	0.571573	
0.019745	0.022953	0.051761	0.570521	
0.018941	0.025428	0.045373	0.527664	
0.017865	0.024374	0.105259	0.585056	
0.017351	0.022679	0.098147	0.555894	
0.019162	0.025108	0.050713	0.555989	
0.019921	0.025257	0.076612	0.551475	
0.020293	0.025880	0.088113	0.574404	
0.020944	0.026661	0.061894	0.542520	
0.017713	0.024878	0.079943	0.542043	
0.017389	0.023939	0.031749	0.568707	
0.016881	0.023756	0.033225	0.551177	
0.015865	0.024738	0.024179	0.536959	
0.016778	0.023771	0.021291	0.545271	
0.019524	0.023436	-0.013409	0.550961	
0.018146	0.024171	0.001843	0.546301	
0.017619	0.024217	0.012170	0.535448	
0.016550	0.023786	-0.010903	0.536686	
0.017103	0.024662	0.008060	0.530881	
0.017014	0.024669	-0.001084	0.551924	
0.019031	0.024563	0.023356	0.549083	
0.018282	0.025546	-0.008759	0.572123	
0.018232	0.023233	0.041736	0.541012	
0.019654	0.027120	0.041018	0.543117	
0.016546	0.022243	0.058298	0.539034	
0.015578	0.023239	0.069605	0.537017	
0.018260	0.026486	0.056927	0.539627	
0.019251	0.023992	0.084916	0.556478	
0.019408	0.025167	0.072404	0.548690	
0.017708	0.021723	0.105491	0.519151	
0.019838	0.026740	0.073861	0.567143	
0.015309	0.022523	0.046693	0.535301	
0.016599	0.023513	0.070414	0.552154	
0.017646	0.026632	0.094534	0.547733	
0.017323	0.024074	0.045410	0.526439	
0.020606	0.025174	0.080767	0.546400	
0.018675	0.023715	0.068714	0.540810	
0.017993	0.023755	0.054766	0.540250	
0.015822	0.021867	0.057580	0.509429	
0.015785	0.022579	0.089864	0.542403	
0.015809	0.023353	0.076639	0.514553	
0.017918	0.022283	0.090308	0.569205	
0.017515	0.024980	0.083739	0.531934	
0.017943	0.023348	0.096325	0.555741	
0.015840	0.022673	0.110185	0.520691	
0.018553	0.024248	0.089324	0.545497	
0.017828	0.023629	0.101772	0.524926	
0.018043	0.023863	0.091051	0.531886	
0.017608	0.025113	0.072893	0.534398	
0.016026	0.023682	0.069853	0.536270	
0.014681	0.022684	0.093880	0.524646	
0.015546	0.023704	0.097694	0.527862	
0.017592	0.022763	0.117292	0.548675	
0.020018	0.027014	0.126063	0.563651	
0.019063	0.023802	0.103942	0.516688	
0.016716	0.024837	0.095178	0.514915	
0.016796	0.024452	0.086830	0.545650	
0.017693	0.026952	0.086496	0.520978	
0.018482	0.022919	0.064200	0.533136	
0.017452	0.022937	0.075516	0.543859	
0.018461	0.025156	0.055069	0.521197	
0.018714	0.024235	0.042937	0.529545	
0.019341	0.026199	0.003765	0.533796	
0.016982	0.025537	0.008938	0.538903	
0.017364	0.023899	0.020438	0.535477	
0.015990	0.022674	0.036079	0.525625	
0.016740	0.024029	-0.011913	0.527065	
0.016670	0.022548	0.011409	0.511155	
0.015570	0.021261	0.002180	0.519913	
0.017408	0.021755	0.002760	0.553632	
0.015605	0.022549	0.022457	0.542778	
0.018770	0.022515	0.086185	0.549012	
0.017695	0.023180	0.080545	0.519783	
0.015748	0.021725	0.071671	0.496110	
0.019352	0.023694	0.061336	0.547960	
0.016549	0.020516	0.038984	0.518159	
0.015292	0.023784	0.019494	0.512791	
0.016436	0.021742	0.022092	0.530289	
0.017837	0.023316	-0.018699	0.530781	
0.017640	0.022340	-0.004914	0.533850	
0.018562	0.024352	0.033724	0.525144	
0.016600	0.023511	0.019808	0.532793	
0.018573	0.023940	0.017320	0.550303	
0.017710	0.023797	0.013892	0.514583	
0.018874	0.024719	0.024109	0.526998	
0.015574	0.021953	0.013230	0.506024	
0.019707	0.025339	0.064795	0.541921	
0.018735	0.024384	0.050050	0.539540	
0.016206	0.020978	0.059642	0.534364	
0.017450	0.023653	0.016858	0.535908	
0.016510	0.021859	0.080712	0.545155	
0.016438	0.021347	0.068756	0.550525	
0.016306	0.021607	0.050140	0.531839	
0.015867	0.022738	0.021319	0.533652	
0.017092	0.026193	0.022343	0.520023	
0.019257	0.023906	0.011446	0.537467	
0.016688	0.022945	-0.002098	0.532322	
0.016616	0.022679	-0.015251	0.508071	
0.018287	0.022272	0.036649	0.527110	
0.016153	0.021648	-0.031526	0.504220	
0.018823	0.022256	-0.055597	0.542190	
0.017263	0.021656	-0.036650	0.540994	
0.018417	0.021275	-0.009826	0.528272	
0.015620	0.020819	-0.003776	0.518553	
0.016213	0.024131	-0.008000	0.510543	
0.019212	0.022803	0.027094	0.545875	
0.016616	0.024805	-0.006446	0.524420	
0.016751	0.025395	-0.027490	0.512559	
0.015491	0.021335	0.010470	0.525309	
0.017631	0.022377	0.024897	0.530319	
0.017262	0.022371	0.004271	0.527677	
0.016167	0.022225	-0.010559	0.514717	
0.017450	0.023008	0.022712	0.522782	
0.016675	0.021726	0.001544	0.517152	
0.018098	0.025174	-0.042365	0.536276	
0.014814	0.022001	0.014915	0.528590	
0.015454	0.023119	-0.043740	0.550911	
0.018558	0.023642	-0.019474	0.550713	
0.016196	0.023464	-0.038753	0.526800	
0.017814	0.023450	-0.070499	0.528727	
0.018419	0.024019	-0.067190	0.535261	
0.018424	0.023166	-0.075199	0.542884	
0.017651	0.020267	-0.059235	0.527700	
0.018276	0.022901	-0.064672	0.530876	
0.018448	0.023098	-0.052010	0.535748	
0.018281	0.023800	-0.052217	0.536357	
0.018261	0.023901	-0.062095	0.536123	
0.016768	0.021463	-0.026617	0.514741	
0.016805	0.020273	-0.034944	0.521500	
0.016808	0.022886	-0.021802	0.522056	
0.015451	0.021256	-0.025002	0.505169	
0.016492	0.022151	0.009926	0.517648	
0.015816	0.023011	0.024600	0.513991	
0.017523	0.024181	0.020631	0.516335	
0.017146	0.021627	0.012139	0.515052	
0.015491	0.024242	-0.013259	0.509447	
0.017098	0.022743	-0.000465	0.541243	
0.016906	0.022772	0.034094	0.524718	
0.016545	0.022005	0.022377	0.538565	
0.017479	0.023000	-0.003408	0.512282	
0.017804	0.022437	0.022567	0.538577	
0.015411	0.023242	-0.044052	0.528559	
0.017224	0.023255	-0.036649	0.520228	
0.017455	0.022571	-0.073492	0.525101	
0.018416	0.023222	-0.077916	0.525149	
0.017425	0.022609	-0.116578	0.538472	
0.015587	0.020779	-0.117695	0.525069	
0.015944	0.021104	-0.107468	0.526405	
0.017586	0.021715	-0.088161	0.533124	
0.017455	0.021313	-0.113770	0.538523	
0.018149	0.024809	-0.107533	0.539496	
0.016491	0.022241	-0.090833	0.525962	
0.019240	0.023509	-0.116065	0.542389	
0.016250	0.021121	-0.091403	0.516214	
0.016713	0.022378	-0.091192	0.538887	
0.017515	0.022594	-0.070961	0.514287	
0.015083	0.024250	-0.116313	0.498803	
0.016254	0.022364	-0.093170	0.501965	
0.017795	0.022074	-0.087998	0.518512	
0.016870	0.021295	-0.116999	0.525890	
0.016605	0.021829	-0.076080	0.515652	
0.016528	0.021803	-0.101496	0.519271	
0.016120	0.020224	-0.048865	0.520258	
0.016128	0.024323	-0.022625	0.515787	
0.014130	0.020389	-0.051960	0.511472	
0.015461	0.022905	-0.009453	0.505923	
0.016332	0.022765	-0.011783	0.505769	
0.016146	0.023799	-0.022201	0.523788	
0.014244	0.020644	-0.034761	0.474077	
0.016636	0.021285	-0.021412	0.498931	
0.014516	0.020327	-0.036871	0.503410	
0.019020	0.023629	-0.042213	0.542584	
0.019132	0.022296	-0.047406	0.558590	
0.015463	0.021486	-0.059523	0.513731	
0.016582	0.023133	-0.062390	0.534235	
0.015712	0.020752	-0.111824	0.513045	
0.015846	0.021046	-0.091414	0.496147	
0.018441	0.021411	-0.113450	0.545254	
0.016495	0.022349	-0.094929	0.508798	
0.016964	0.024520	-0.081113	0.482255	
0.016348	0.020249	-0.051502	0.526694	
0.016572	0.021792	-0.051042	0.527572	
0.016552	0.022087	-0.098395	0.517545	
0.016002	0.020464	-0.041370	0.519492	
0.015809	0.019784	-0.027319	0.520696	
0.015223	0.022389	-0.051455	0.511077	
0.017984	0.023236	-0.005907	0.521082	
0.019209	0.021983	-0.005961	0.529098	
0.015819	0.020563	-0.014138	0.502686	
0.017453	0.021527	0.021339	0.522371	
0.016435	0.021440	0.012136	0.514055	
0.017712	0.021126	0.040357	0.534590	
0.015795	0.022406	-0.012958	0.484737	
0.014451	0.019928	-0.030879	0.517575	
0.016634	0.023474	0.005408	0.525495	
0.018811	0.023140	-0.023129	0.538769	
0.017309	0.021248	0.003044	0.520751	
0.016292	0.021387	-0.026096	0.538259	
0.016052	0.022488	-0.054595	0.504772	
0.016658	0.021420	-0.069050	0.498997	
0.018535	0.023891	-0.080009	0.515835	
0.015977	0.021176	-0.104432	0.505267	
0.018017	0.022279	-0.089929	0.528834	
0.015148	0.021602	-0.124056	0.516142	
0.015605	0.020897	-0.117952	0.522934	
0.014560	0.022517	-0.074773	0.517657	
0.014646	0.020951	-0.129610	0.509762	
0.017168	0.021511	-0.086881	0.530589	
0.014870	0.018916	-0.103698	0.549742	
0.017412	0.021486	-0.089447	0.535859	
0.016556	0.022976	-0.072295	0.511026	
0.015566	0.020919	-0.070377	0.515492	
0.016873	0.021029	-0.079102	0.508939	
0.015494	0.022092	-0.054260	0.505365	
0.017591	0.023308	-0.045184	0.512061	
0.016915	0.022948	-0.071580	0.520733	
0.015645	0.020643	-0.078689	0.486643	
0.015579	0.020210	-0.049167	0.519230	
0.014115	0.019913	-0.076850	0.508676	
0.013699	0.021199	-0.105678	0.487348	
0.014431	0.019574	-0.125146	0.538851	
0.014390	0.020289	-0.110715	0.499934	
0.016346	0.022337	-0.079369	0.510806	
0.015860	0.020135	-0.105243	0.501737	
0.017185	0.023880	-0.099060	0.515084	
0.017310	0.019719	-0.105197	0.504389	
0.016905	0.021476	-0.093790	0.516499	
0.016661	0.020586	-0.109286	0.525896	
0.015023	0.020721	-0.065512	0.509807	
0.015985	0.020864	-0.090129	0.497656	
0.018162	0.021243	-0.037605	0.533846	
0.015878	0.020788	-0.093512	0.515243	
0.017300	0.021399	-0.104917	0.489329	
0.015566	0.020352	-0.059388	0.494684	
0.014849	0.020583	-0.076402	0.495956	
0.015515	0.020236	-0.041553	0.516492	
0.014078	0.019907	-0.076263	0.516038	
0.014122	0.019580	-0.061649	0.493731	
0.014795	0.019375	-0.060550	0.525595	
0.015866	0.021991	-0.075145	0.516604	
0.014607	0.019981	-0.067574	0.487101	
0.012508	0.017749	-0.086043	0.517075	
0.014689	0.020315	-0.119675	0.503820	
0.015021	0.018572	-0.117449	0.500003	
0.015049	0.020083	-0.134877	0.498128	
0.016691	0.020358	-0.153949	0.507416	
0.016919	0.021034	-0.134817	0.520078	
0.016031	0.020377	-0.145157	0.507570	
0.016190	0.021525	-0.152150	0.500706	
0.016308	0.020552	-0.176188	0.510818	
0.014233	0.019923	-0.143959	0.499804	
0.015706	0.021125	-0.171357	0.520321	
0.014541	0.021003	-0.186648	0.505591	
0.014638	0.020493	-0.125718	0.500272	
0.014233	0.019707	-0.111459	0.490572	
0.015546	0.019551	-0.153341	0.490499	
0.016619	0.019896	-0.111726	0.513231	
0.016081	0.020058	-0.133686	0.501161	
0.015718	0.019061	-0.103267	0.525790	
0.012411	0.019598	-0.109142	0.481925	
0.015542	0.019468	-0.110498	0.491748	
0.016680	0.021490	-0.144472	0.510839	
0.014889	0.019598	-0.088602	0.505426	
0.014156	0.022362	-0.153468	0.502481	
0.012707	0.019810	-0.163437	0.474797	
0.015085	0.019459	-0.139110	0.496621	
0.014615	0.022533	-0.094016	0.492524	
0.016155	0.019941	-0.124442	0.525757	
0.017528	0.021441	-0.162748	0.515924	
0.014969	0.019227	-0.143342	0.507027	
0.016150	0.020077	-0.190851	0.512747	
0.017018	0.020298	-0.159656	0.519873	
0.015005	0.020747	-0.165693	0.512331	
0.015271	0.020743	-0.148142	0.501995	
0.016337	0.020537	-0.160091	0.503028	
0.015735	0.019297	-0.150637	0.502829	
0.018572	0.022054	-0.169106	0.517629	
0.016203	0.019922	-0.175973	0.510860	
0.015086	0.022055	-0.165665	0.501493	
0.014285	0.019399	-0.162238	0.487701	
0.016445	0.020725	-0.157465	0.483290	
0.016519	0.019982	-0.145569	0.506456	
0.016040	0.020446	-0.166622	0.484135	
0.014660	0.019038	-0.179142	0.483445	
0.014256	0.020523	-0.127861	0.457487	
0.016533	0.021045	-0.114177	0.509101	
0.014781	0.019685	-0.146398	0.501204	
0.015355	0.020505	-0.170855	0.477883	
0.014001	0.018179	-0.167728	0.500190	
0.015181	0.019987	-0.200564	0.503804	
0.016188	0.021849	-0.207794	0.486006	
0.013969	0.020008	-0.248186	0.463458	
0.013727	0.019232	-0.219521	0.490493	
0.013971	0.018794	-0.177579	0.474621	
0.015984	0.022875	-0.200047	0.465949	
0.015161	0.020032	-0.243715	0.515004	
0.016804	0.020993	-0.207736	0.518874	
0.015378	0.019991	-0.215722	0.513432	
0.017320	0.020097	-0.208490	0.534751	
0.012908	0.019773	-0.232323	0.478847	
0.015406	0.019741	-0.205119	0.492549	
0.013955	0.019148	-0.209934	0.497110	
0.017791	0.023223	-0.202226	0.493796	
0.015554	0.020479	-0.202334	0.489393	
0.014187	0.019828	-0.180924	0.494151	
0.016609	0.022049	-0.185215	0.490701	
0.015867	0.019861	-0.185672	0.498274	
0.013434	0.019972	-0.197380	0.474237	
0.014494	0.019350	-0.186294	0.500671	
0.015021	0.018542	-0.233171	0.499526	
0.015024	0.021091	-0.223133	0.492727	
0.014658	0.018006	-0.197988	0.480273	
0.014636	0.020389	-0.195656	0.495209	
0.014983	0.021184	-0.193012	0.493702	
0.016183	0.021416	-0.173960	0.509637	
0.015380	0.019548	-0.145504	0.487055	
0.014858	0.018247	-0.162999	0.497784	
0.015976	0.021193	-0.125083	0.490734	
0.015884	0.018866	-0.137873	0.499276	
0.015507	0.019685	-0.159143	0.497063	
0.016333	0.020510	-0.152333	0.497957	
0.013596	0.020725	-0.175012	0.489458	
0.017193	0.020228	-0.177512	0.525484	
0.016259	0.019051	-0.193029	0.494743	
0.016772	0.020843	-0.191619	0.508176	
0.014051	0.018590	-0.225947	0.498362	
0.014513	0.020502	-0.226528	0.500395	
0.015145	0.019614	-0.218787	0.518920	
0.014703	0.019346	-0.251418	0.491036	
0.013714	0.019391	-0.237449	0.477863	
0.014670	0.020460	-0.204683	0.487804	
0.016436	0.022283	-0.211885	0.509389	
0.013538	0.019592	-0.243916	0.498595	
0.012806	0.021836	-0.219192	0.472852	
0.016559	0.019969	-0.195771	0.509589	
0.015450	0.019422	-0.188487	0.490077	
0.015612	0.020721	-0.191780	0.493970	
0.015014	0.019010	-0.152136	0.519131	
0.013096	0.018947	-0.165509	0.475748	
0.015051	0.019789	-0.153458	0.503863	
0.014123	0.019365	-0.176438	0.481358	
0.014381	0.019589	-0.208505	0.497303	
0.015552	0.020371	-0.161751	0.481364	
0.015945	0.019828	-0.159113	0.482156	
0.016269	0.020300	-0.158382	0.488252	
0.015606	0.020311	-0.149567	0.518692	
0.012132	0.017321	-0.150221	0.471006	
0.014196	0.019127	-0.172461	0.485862	
0.014972	0.018205	-0.151566	0.499326	
0.013691	0.018649	-0.182316	0.477896	
0.014717	0.019056	-0.179788	0.494037	
0.015057	0.017782	-0.208166	0.509926	
0.017204	0.019788	-0.204516	0.486878	
0.014553	0.019487	-0.193025	0.500037	
0.014353	0.019004	-0.237755	0.502889	
0.015311	0.019323	-0.213251	0.492044	
0.012741	0.018431	-0.193810	0.470335	
0.015538	0.018459	-0.253298	0.485994	
0.015896	0.020337	-0.216173	0.491588	
0.014828	0.019180	-0.201761	0.491486	
0.015597	0.018986	-0.251477	0.492970	
0.013880	0.017832	-0.230874	0.476530	
0.013328	0.019774	-0.243966	0.468049	
0.014976	0.020000	-0.222561	0.493911	
0.013746	0.018320	-0.224607	0.481148	
0.014039	0.019232	-0.226510	0.487307	
0.014735	0.019440	-0.194410	0.494132	
0.013210	0.018519	-0.191695	0.481785	
0.015231	0.020676	-0.191316	0.486393	
0.015246	0.019773	-0.168922	0.484490	
0.014741	0.017785	-0.183268	0.507622	
0.012820	0.017954	-0.175023	0.490692	
0.013060	0.018964	-0.202616	0.471312	
0.013646	0.019509	-0.175975	0.483061	
0.015587	0.020524	-0.123576	0.464855	
0.013690	0.019034	-0.151493	0.464170	
0.014424	0.018716	-0.165956	0.495970	
0.015108	0.018953	-0.166198	0.488208	
0.013930	0.019480	-0.176615	0.498594	
0.013340	0.018715	-0.161918	0.472780	
0.015423	0.018894	-0.177459	0.479052	
0.013575	0.019284	-0.199743	0.484598	
0.014144	0.017951	-0.190229	0.509877	
0.012918	0.018915	-0.219909	0.467197	
0.014465	0.018380	-0.217522	0.480838	
0.014568	0.016902	-0.216643	0.486874	
0.014923	0.018654	-0.177174	0.481074	
0.013309	0.017580	-0.184127	0.501213	
0.015787	0.020508	-0.202104	0.488764	
0.014711	0.018366	-0.217836	0.475182	
0.016062	0.019659	-0.173405	0.478995	
0.015722	0.019857	-0.222775	0.488412	
0.013145	0.018092	-0.212928	0.476394	
0.016170	0.018929	-0.205763	0.512181	
0.013764	0.017176	-0.218969	0.490848	
0.013771	0.018327	-0.176625	0.488926	
0.013798	0.018362	-0.234861	0.487803	
0.014203	0.018225	-0.203531	0.488796	
0.014622	0.017558	-0.202465	0.478214	
0.014779	0.018850	-0.235364	0.460373	
0.014672	0.018438	-0.158861	0.471051	
0.013401	0.017667	-0.207294	0.484083	
0.016730	0.019619	-0.179158	0.506029	
0.014823	0.019299	-0.219154	0.485397	
0.015531	0.019418	-0.191399	0.501599	
0.016090	0.018092	-0.226441	0.488857	
0.014297	0.019195	-0.267759	0.472579	
0.014544	0.017157	-0.251675	0.500518	
0.017095	0.020225	-0.279294	0.510251	
0.013424	0.020458	-0.326675	0.484277	
0.013188	0.018570	-0.336646	0.479900	
0.012051	0.017766	-0.336724	0.452200	
0.015200	0.019806	-0.348649	0.466973	
0.014353	0.017790	-0.320960	0.470142	
0.013553	0.017885	-0.342235	0.478385	
0.013684	0.019453	-0.354534	0.474395	
0.014085	0.018027	-0.313340	0.477252	
0.015082	0.019215	-0.283622	0.495980	
0.012894	0.016872	-0.262164	0.460601	
0.014331	0.016972	-0.231331	0.481810	
0.013739	0.017801	-0.215976	0.470697	
0.014222	0.016420	-0.216718	0.471157	
0.012517	0.017647	-0.197055	0.461671	
0.013211	0.019265	-0.254566	0.455131	
0.013819	0.017277	-0.206888	0.492313	
0.013451	0.017276	-0.199516	0.486637	
0.013152	0.016700	-0.151323	0.481417	
0.017085	0.020047	-0.182282	0.490300	
0.015620	0.020255	-0.201591	0.478924	
0.013041	0.017515	-0.235208	0.465230	
0.015261	0.018167	-0.215188	0.482483	
0.012888	0.018053	-0.238252	0.458225	
0.014253	0.017761	-0.224750	0.473781	
0.013056	0.018622	-0.249424	0.473279	
0.013968	0.018445	-0.272101	0.481443	
0.013464	0.019560	-0.326666	0.474045	
0.013660	0.017401	-0.325095	0.487420	
0.015548	0.018850	-0.284433	0.493779	
0.013708	0.017358	-0.292086	0.463012	
0.012797	0.019241	-0.302461	0.474293	
0.015592	0.020212	-0.281190	0.500408	
0.014049	0.018005	-0.318099	0.465546	
0.013187	0.017511	-0.265893	0.448743	
0.014817	0.018203	-0.304057	0.484663	
0.014984	0.018219	-0.237013	0.485361	
0.014631	0.019675	-0.245060	0.488922	
0.012958	0.017303	-0.249478	0.478808	
0.014705	0.018469	-0.237606	0.479259	
0.015265	0.018500	-0.178351	0.476350	
0.013446	0.018614	-0.244377	0.463542	
0.015857	0.018811	-0.227476	0.476976	
0.014277	0.018959	-0.264314	0.461403	
0.013857	0.019078	-0.254267	0.494285	
0.014107	0.018498	-0.238954	0.465038	
0.015297	0.019436	-0.292387	0.480942	
0.014289	0.018114	-0.241309	0.486356	
0.014220	0.017699	-0.265415	0.487396	
0.013710	0.018230	-0.282808	0.456194	
0.013268	0.017740	-0.275961	0.470468	
0.015819	0.018290	-0.256730	0.488017	
0.011927	0.016362	-0.246749	0.460202	
0.013645	0.017722	-0.282978	0.468367	
0.013556	0.016992	-0.247436	0.460400	
0.014049	0.017216	-0.271436	0.470895	
0.014580	0.017008	-0.270245	0.478191	
0.011882	0.016838	-0.241863	0.449473	
0.012755	0.017414	-0.260722	0.471246	
0.013839	0.016518	-0.279821	0.461216	
0.014443	0.018222	-0.304902	0.462129	
0.012665	0.017082	-0.317067	0.480221	
0.015659	0.019004	-0.290081	0.497986	
0.014343	0.017627	-0.304869	0.487982	
0.013394	0.017919	-0.286284	0.457542	
0.013761	0.017884	-0.250429	0.477742	
0.011083	0.016755	-0.292045	0.445088	
0.014961	0.018183	-0.311522	0.484741	
0.015008	0.017933	-0.318108	0.488562	
0.013889	0.018047	-0.323559	0.464489	
0.013591	0.018212	-0.378590	0.458756	
0.013139	0.017631	-0.367272	0.490609	
0.012761	0.017889	-0.400763	0.451300	
0.014818	0.018113	-0.333692	0.481048	
