2d_loss   	3d_loss   	adv_loss   	temporal_loss   	
13.991776	13.898704	4.568487	10.951367	
14.328110	16.090225	4.677444	10.959183	
14.220773	16.627581	4.698077	11.264370	
13.209072	15.574274	4.867210	11.445123	
14.451166	16.291834	5.000624	11.294121	
10.573446	13.549376	4.554012	10.966823	
11.784671	13.101799	5.422538	11.757247	
10.353857	11.666130	5.122989	11.206253	
11.445927	12.690353	5.122339	11.026836	
11.194096	13.151380	5.164457	11.859627	
10.880179	12.474105	5.112336	11.587074	
9.621400	12.317476	4.994389	11.635726	
13.091756	15.330983	5.027538	11.261552	
11.889473	13.577022	5.005723	10.879597	
9.375899	11.514718	4.976475	10.962523	
8.450303	10.925635	5.110716	11.058117	
10.367115	12.125839	5.392429	11.170760	
8.084220	10.380953	5.360263	11.200959	
8.686583	10.531286	5.122789	11.552343	
8.817363	9.605574	4.784142	11.461563	
9.926080	11.804917	5.257001	11.459373	
8.584395	10.190775	5.737016	11.620172	
10.884960	10.670156	5.100555	11.049650	
8.064722	11.342673	4.851590	10.552058	
8.113427	11.146650	4.911883	11.331557	
9.742303	12.235767	5.026350	10.664322	
9.773845	10.202354	5.061434	10.887051	
8.244781	11.275893	5.133548	11.132795	
10.009945	10.824097	4.967343	11.112876	
8.168665	9.110171	5.834974	11.520673	
8.084676	10.246206	5.611263	11.088767	
9.852799	10.883484	5.144784	10.675705	
10.510260	12.480426	5.216941	10.772205	
10.184433	11.663457	5.863507	11.493820	
12.388739	13.461804	5.776140	11.537303	
10.353384	10.823735	5.281481	10.959562	
11.074040	12.504894	5.312307	10.844103	
10.222581	13.109636	5.067279	10.294235	
11.138797	13.792335	5.435551	10.988651	
10.507134	13.774448	5.512157	11.565725	
10.950054	14.062235	5.708060	11.556263	
10.765476	12.926038	5.715650	11.742023	
9.155151	12.205286	5.182982	11.511773	
13.759802	15.224439	5.429579	12.097591	
9.722985	10.469260	5.966544	12.087514	
10.202538	12.752051	5.819201	12.685867	
10.443922	14.484472	5.185193	11.568098	
12.190938	17.694426	5.236320	10.953466	
8.867305	10.973392	5.563208	10.955055	
13.535592	15.911725	5.886190	11.902351	
11.300450	12.254109	5.731261	12.150227	
12.047056	15.368793	5.490043	11.600920	
11.111095	13.345716	5.453702	11.799111	
11.603668	12.444624	5.864202	12.024649	
11.109104	12.454650	5.369695	11.500072	
13.587063	15.001884	5.778801	12.210005	
13.068720	14.693239	6.125952	11.913170	
10.392602	12.612846	6.078952	11.962015	
14.260127	16.359154	5.742926	11.428453	
12.350916	12.588219	6.169359	12.053007	
11.036757	15.886177	5.643091	11.691665	
11.095744	12.125737	5.873633	11.777131	
12.736350	15.824284	6.069332	12.266277	
12.093881	13.355593	6.360431	12.819058	
11.264001	12.332987	6.809060	13.140732	
9.040658	11.568501	5.862696	12.394743	
9.068368	11.142798	6.284722	13.421104	
11.089930	14.319691	6.153537	12.717619	
9.526965	12.601278	6.603051	12.306911	
10.113423	12.266755	6.603164	12.295351	
12.803241	13.554413	6.366382	12.187796	
12.740021	17.847843	6.052485	11.619473	
10.294428	12.052178	6.759847	11.944820	
7.926546	10.954071	6.505374	12.223644	
10.855954	13.502225	6.576268	11.999660	
9.600079	12.471177	6.152715	11.826693	
10.940865	11.248669	7.204206	12.294310	
12.688075	14.203718	6.869778	12.561605	
7.206156	8.895892	6.519309	11.513505	
7.780118	9.414424	6.687532	12.237446	
10.912724	11.640567	6.959106	11.966760	
8.653902	9.908776	6.940443	11.953748	
8.904832	11.180550	6.793610	11.916653	
8.294319	9.681070	6.592733	11.536758	
9.502399	11.662672	6.789612	11.782592	
10.151570	10.479922	6.554938	11.611313	
9.563446	10.750548	6.777938	12.157873	
7.444665	9.070607	6.803241	12.514635	
5.385833	6.411021	6.415912	11.976936	
9.043583	10.338633	6.625905	12.182337	
7.277642	8.027342	6.585539	12.229622	
7.762507	10.247495	6.418892	11.513474	
7.928293	7.137662	6.970235	12.179989	
7.668330	8.720616	6.522926	11.832851	
6.368653	8.413728	6.146352	11.431137	
6.707211	7.901417	6.324612	12.119316	
7.164623	7.911026	6.184974	11.871602	
6.416578	8.226664	6.098422	11.714722	
5.407177	6.271355	5.838016	11.495358	
6.872595	8.695236	5.705799	12.379539	
6.053260	8.072955	5.772363	12.743385	
7.425123	8.081166	5.834167	11.763466	
5.850886	6.570103	6.020949	12.481100	
5.952480	7.902630	6.038001	12.475132	
5.828301	7.966870	6.107312	12.256847	
4.980831	6.640495	5.578746	11.513369	
4.825533	6.651411	5.846796	12.315794	
5.761151	6.190869	6.014166	11.951906	
5.584491	7.137911	5.539241	11.719710	
6.181081	6.521091	6.005784	12.044469	
4.689489	6.093612	5.727312	12.109899	
5.336157	5.976347	5.901639	11.832692	
4.787112	5.781888	5.951656	11.896199	
6.858013	7.748197	5.448210	12.066279	
5.908295	6.694312	5.752939	12.156916	
6.414231	6.413990	6.310260	12.527925	
4.824183	5.670870	5.656702	11.856679	
5.371976	8.014413	5.723673	12.512459	
5.498816	6.270223	6.104409	12.051645	
6.417103	7.305815	5.565326	11.785265	
5.878270	6.490449	5.828204	12.134237	
5.946225	7.589605	5.795198	12.601389	
6.931494	8.917527	5.844912	12.958545	
6.942028	8.595947	5.971882	13.590842	
8.312459	8.982729	5.262138	13.057306	
8.936062	11.872200	5.546317	13.159510	
9.366983	11.942245	5.306307	12.448771	
9.761518	10.313323	5.915169	12.665535	
10.047585	11.607085	5.372193	11.807935	
8.881195	9.653399	6.407202	13.126094	
8.948873	11.504037	5.732897	12.225940	
11.622044	12.124984	6.062547	12.320122	
14.719273	14.126580	5.863404	12.435891	
10.623726	12.911748	5.968188	12.065919	
15.656185	18.058447	6.459121	12.677786	
14.806839	17.222673	6.470571	12.546427	
13.621952	15.048939	6.505520	12.006848	
14.574746	17.788677	6.357131	11.878692	
16.211752	19.536814	6.797715	12.327421	
13.902568	16.077778	6.662958	12.769134	
13.968081	17.348951	6.094057	12.225073	
11.750641	12.968614	5.993330	12.291639	
8.189790	11.154006	5.821987	11.865639	
14.404626	15.947730	5.520898	11.501576	
13.191444	14.934226	6.158431	11.746691	
11.054620	16.345278	6.270904	12.595495	
16.419151	19.484404	6.600796	12.253025	
14.219980	15.482903	6.249990	11.773616	
13.144423	14.071929	6.663038	12.515668	
15.875314	20.975586	6.411461	11.990326	
12.048125	14.673939	6.124669	11.944193	
15.350934	17.982025	6.020680	12.234325	
12.585885	14.618233	5.863162	11.819523	
13.161600	17.026299	5.902046	11.791301	
14.312249	19.651361	6.572923	12.361313	
12.888865	15.401777	7.026278	12.307918	
12.372481	16.355112	6.538119	12.713665	
15.302533	17.433359	6.569734	11.628781	
10.946548	13.720719	6.555588	12.253316	
14.511703	19.098545	6.604071	12.558567	
13.073510	16.733379	5.954463	12.013391	
13.000140	18.729652	6.148158	11.562292	
14.180644	18.831938	7.157079	12.537525	
14.088624	15.946903	6.812541	11.860969	
14.047830	18.287493	6.588527	12.154420	
13.157174	15.880867	6.657072	12.251643	
15.301876	18.933525	6.455367	11.273454	
10.257807	14.185186	6.393269	11.730049	
13.538964	17.587612	5.862897	11.192171	
9.364176	13.254045	6.261511	11.953529	
12.913177	17.379366	5.233009	11.081581	
14.298609	18.165667	5.727337	11.315073	
14.135974	16.713909	6.130130	12.299463	
13.401559	15.190394	6.353639	11.636894	
11.264258	14.859159	5.609784	11.144975	
11.386877	13.434487	6.338528	12.390522	
10.385788	12.420230	5.876107	11.468691	
8.258889	9.057526	5.738668	12.111514	
11.142420	14.752571	5.769260	11.780135	
10.406513	10.582747	6.062716	12.251358	
8.507315	11.642385	5.501730	12.136155	
6.234955	9.674680	5.475270	11.658939	
8.803017	11.761812	5.808565	12.233493	
10.306485	11.556550	6.327744	12.871462	
6.699986	9.955688	5.501923	11.342014	
8.286243	11.444751	5.918257	11.885068	
5.445714	7.392882	5.546021	10.775126	
8.408075	8.626595	5.311590	10.853050	
6.603951	7.604602	5.712912	11.720892	
7.988492	9.033374	6.041014	11.761464	
6.934173	7.940129	5.863205	11.976095	
5.897038	7.082441	6.228118	12.153233	
6.732318	8.674394	5.872660	11.984593	
7.185716	9.527675	5.475686	11.298038	
5.218202	8.240644	5.965961	11.804117	
6.792072	7.895633	6.285308	11.429670	
5.301716	7.757550	5.771125	11.420762	
5.642703	6.786741	5.052361	11.025587	
6.352141	7.153798	5.075222	11.017877	
8.355354	9.360473	5.566424	11.677309	
7.629522	8.840171	6.173309	12.311842	
6.999350	7.562945	5.200413	11.057282	
6.404519	8.120302	5.552680	10.953445	
6.022730	9.823223	4.592730	10.931609	
7.962777	10.821245	5.538724	11.581504	
7.060086	9.657428	5.449947	11.688423	
9.403855	11.579198	5.036396	11.245373	
7.885275	12.372080	4.309233	10.682520	
10.264541	10.259118	4.368021	10.919030	
7.268163	10.927881	5.014109	11.010444	
9.485238	12.391150	5.172386	11.320878	
9.508181	12.030865	5.090843	11.359925	
9.349272	11.496519	5.843685	11.659769	
10.995964	10.697644	6.333094	12.003702	
9.454258	11.180889	5.616748	12.160031	
11.726707	12.524536	5.434442	10.983544	
10.375852	11.051528	5.202943	11.099257	
14.416663	17.086266	5.315434	10.711138	
13.009942	13.536517	5.274021	11.560143	
13.212138	14.644197	5.803325	11.267302	
12.265896	15.743340	5.784224	11.920188	
9.827120	14.535810	5.698490	11.728418	
11.505820	16.379385	5.157787	11.274355	
11.072584	12.604933	5.334106	11.398653	
9.589499	9.668957	5.398471	11.243906	
10.452826	11.591575	6.238409	12.088364	
12.939822	13.199987	6.212684	11.482571	
12.510056	16.413795	6.021820	11.304417	
7.678832	11.608847	5.428813	10.734880	
10.307366	10.698422	5.333167	11.138556	
11.012520	12.873083	5.864667	11.121805	
10.017444	10.695512	5.460170	10.769539	
9.758102	14.360200	5.695233	11.275846	
8.084420	9.080739	5.999774	11.101418	
8.518563	12.056748	5.682856	10.747992	
8.314451	12.089466	5.908723	10.565329	
7.712499	7.654905	6.355171	11.260429	
5.684553	8.555436	6.050632	11.484600	
7.658889	8.871558	6.171828	11.373941	
5.944706	7.569424	6.455625	11.416628	
6.072059	9.139467	6.202608	11.114160	
7.967505	10.703180	6.323911	11.374445	
6.480949	8.410707	5.908503	10.301985	
6.029233	6.596607	6.217559	10.813318	
5.473946	6.588653	6.453636	11.091738	
6.425848	7.714569	6.317307	10.902867	
7.398377	7.328782	6.592209	10.692837	
6.076573	7.131691	6.330365	10.894875	
5.613255	8.560906	5.965396	10.079950	
5.693963	7.602329	5.881930	10.151705	
5.086372	7.094650	5.748408	9.841938	
6.799973	8.345410	6.639259	10.705710	
6.244873	8.499497	5.841808	10.601306	
5.223904	5.629081	5.653747	10.011646	
5.807952	7.031685	5.723493	10.870563	
5.264383	7.257929	5.425847	10.917646	
5.716204	7.480118	4.870100	10.628137	
4.326951	7.312767	4.390898	10.032089	
6.735821	7.049411	5.263344	10.988354	
5.294504	7.217507	4.875662	9.714732	
6.135910	6.560344	5.053744	10.273193	
8.172898	8.961626	5.070183	10.088811	
6.978528	10.472436	5.197685	10.466089	
7.421193	8.499356	4.624243	10.783873	
6.470780	8.118029	4.735083	10.380980	
6.154729	7.793388	4.352455	10.263899	
7.627043	9.441649	4.412648	10.436435	
8.775181	10.786333	4.955854	11.026424	
5.874646	9.315031	4.749897	10.262220	
8.473299	10.521874	4.454136	10.368607	
7.963276	10.064317	4.568552	10.480309	
9.008426	11.664380	4.510323	10.579103	
8.586743	9.500528	4.607961	10.425436	
10.396165	10.924508	4.961233	10.356153	
8.078595	11.985500	4.995974	9.781232	
10.317163	11.639223	4.655977	9.754805	
6.699796	10.611295	4.250231	10.046600	
7.507193	13.574756	4.024408	9.492134	
9.350640	13.637629	4.862263	9.833631	
7.394003	10.034606	4.605997	9.925213	
9.695174	13.938442	4.812337	9.906304	
7.907171	9.455237	5.365734	10.583847	
4.834464	7.924728	4.923219	9.385332	
8.951241	12.100768	5.337419	10.072810	
9.380107	11.014409	4.960302	10.203605	
6.947105	10.111410	5.134861	10.687075	
5.905567	7.459486	4.994781	10.478086	
8.062982	9.651931	4.832964	10.332928	
8.478362	8.469396	5.646917	10.555051	
7.167315	10.282361	4.973070	10.218771	
8.044049	9.730496	5.237411	10.155685	
6.929252	8.640042	5.167061	10.119420	
5.437337	10.201362	4.894090	9.801398	
7.240315	9.795222	5.371340	9.516963	
4.847363	7.585515	4.563803	9.375019	
5.755556	6.564034	5.627759	10.461437	
4.956717	8.305063	4.961730	9.588703	
6.798405	7.708856	5.045561	9.902834	
3.849246	7.600425	4.693779	9.792194	
6.846794	8.555161	5.677146	11.075331	
5.548106	7.059777	5.756408	10.810518	
4.407554	7.190748	5.481888	10.115928	
4.011487	5.626265	5.037147	10.472163	
5.234181	5.973476	4.651126	9.680178	
4.020217	5.008152	4.729396	9.580736	
3.949213	5.314281	5.324761	10.070168	
4.355840	5.704309	5.764706	10.336878	
4.272902	5.295271	4.967550	9.646552	
4.048027	4.627584	5.051628	10.027105	
3.118855	5.187866	4.826285	9.788994	
3.945639	4.139081	5.742244	10.900705	
3.476355	5.381268	5.155368	10.440670	
3.427595	4.796844	5.243637	10.293068	
4.246239	5.413088	5.681637	10.534035	
4.203604	4.483255	5.423121	10.550858	
3.261631	4.378327	5.232262	10.034330	
3.090941	3.467780	5.868741	10.650404	
3.333786	3.799799	5.611758	10.077806	
2.589858	3.408336	5.122609	9.230446	
2.684790	3.613224	5.179803	9.642988	
2.156388	3.522436	4.947420	9.505898	
2.803689	3.539394	5.272317	10.454428	
2.706538	3.769224	4.760527	9.839392	
2.499811	3.333923	4.972907	9.862625	
2.656502	3.635996	5.527293	10.358276	
3.628047	4.303922	5.352223	10.073475	
2.906298	3.614299	5.750170	10.432877	
3.578012	5.276995	5.484262	9.753888	
3.757676	4.518806	5.090719	9.253157	
3.162010	5.014427	4.895817	9.724880	
3.676214	4.969050	4.829032	8.769451	
4.089308	4.496105	5.088842	9.617908	
2.688341	5.097505	4.417939	9.504660	
3.965529	4.902650	4.872326	9.762877	
4.575597	4.951945	4.678754	9.472345	
4.446325	6.313344	4.708591	9.980330	
4.604360	5.714772	5.113071	10.608164	
4.224647	6.682649	4.485091	9.576314	
5.219307	6.499493	4.700723	9.842967	
6.064496	6.583981	4.483624	10.374399	
6.324770	9.519939	4.580432	9.658338	
6.549816	9.878768	4.690200	9.995955	
6.138735	6.485341	5.106441	10.000791	
4.884475	10.127182	4.665692	9.206340	
7.951011	10.740790	5.001835	9.159573	
7.546444	10.127176	5.055952	8.962278	
7.256942	9.436144	4.374874	8.495729	
9.244052	12.791466	4.691669	9.058156	
9.167953	14.030514	3.879605	8.946716	
9.419063	11.386809	4.717745	9.527359	
8.018414	11.078526	5.045806	9.662104	
10.130283	13.671995	4.332771	8.339878	
10.088759	13.273774	4.199095	8.778556	
8.861391	12.067142	4.691703	9.149448	
10.724900	13.379312	4.039528	8.174644	
12.623834	14.716462	4.313052	8.172806	
10.738538	14.234909	4.117071	8.121431	
7.665772	12.695396	4.133562	8.370533	
10.424269	13.204150	4.690234	8.742479	
7.091623	11.051304	4.133728	8.612738	
14.025574	16.375805	4.816116	9.488960	
10.643438	13.148378	5.124496	8.957211	
13.232745	15.450776	4.579288	9.369717	
11.524964	13.885692	4.699126	9.341098	
10.359257	11.878092	5.144179	9.279199	
12.372513	15.059987	5.074568	8.913219	
14.771707	15.473692	4.803123	8.917009	
10.205329	15.130006	4.845893	8.812248	
10.631564	16.373529	4.275101	8.810953	
12.251522	14.493983	4.312818	8.439727	
7.506883	8.783925	4.804416	9.475002	
9.805158	12.455551	5.078452	9.545065	
9.069273	9.717576	4.742180	9.741280	
10.166676	11.334085	4.353193	8.714831	
9.158020	12.505601	4.354687	8.714136	
9.334871	11.365237	5.004856	9.700686	
9.759399	12.128157	4.526023	9.064453	
9.772621	10.925337	4.652273	8.440516	
8.274789	8.963641	4.289379	8.542570	
10.323279	12.460682	4.100804	8.649223	
7.161298	11.285386	3.889030	8.057863	
5.791464	6.809048	4.334709	8.285182	
7.005446	7.833606	4.039190	7.771782	
7.560467	10.290590	4.097034	8.112479	
6.724869	8.517248	4.094600	8.147795	
6.399441	11.144525	4.246844	7.975245	
5.510103	7.733217	3.672356	8.061792	
8.324375	10.664285	4.683533	8.486866	
7.242070	10.622876	4.102139	8.631328	
7.452226	8.904665	4.102326	9.052324	
5.417194	6.599012	4.336821	9.356459	
8.290719	9.114946	4.662650	8.990282	
5.018453	5.973244	4.454542	9.525116	
5.700287	8.271198	4.291688	8.677071	
7.684093	8.339892	4.188205	8.587238	
6.373177	8.596227	5.086717	9.656809	
4.749253	6.171275	4.297787	9.167708	
4.974637	6.498761	4.363056	8.953627	
6.237188	8.046008	4.133331	9.653099	
7.401616	9.811091	4.196226	8.981958	
5.108819	7.654876	4.311825	8.585483	
4.889785	5.841148	4.061749	8.739362	
5.060379	6.753306	3.971409	8.792192	
5.241166	6.232862	4.533022	9.227320	
5.201083	7.213850	4.651133	9.258863	
5.420391	6.812065	4.824413	8.913271	
5.096182	7.393059	4.320710	8.373214	
4.393667	8.527709	4.194098	7.840834	
3.505712	5.600789	3.962997	7.657719	
5.472270	7.877330	4.361096	8.187922	
5.595207	6.310020	4.270272	7.804196	
4.864400	5.041982	4.724762	7.907304	
5.240686	6.321579	4.649527	8.710732	
3.464314	6.584140	4.086043	7.996569	
3.159449	5.982049	4.020925	7.413975	
3.615692	6.369145	3.774228	7.961873	
5.581635	6.090891	4.489614	8.534817	
3.450921	5.720547	3.511075	8.023070	
2.868008	4.727036	3.731757	8.244529	
3.690809	5.224443	3.816630	7.759549	
4.594767	5.473815	4.124855	8.432010	
4.681489	6.291178	4.064976	8.433475	
5.250302	7.114750	4.030014	9.112093	
4.366171	5.620518	4.066095	9.126583	
3.531616	5.089711	3.932172	9.481456	
4.137844	5.797674	4.027439	9.257018	
5.444135	6.010971	3.826501	9.377527	
4.570024	5.661264	3.351856	8.544754	
5.787807	6.443449	3.593926	8.003532	
4.255728	5.464362	3.357034	8.447460	
4.894696	5.536696	3.814389	8.117695	
4.965491	6.112807	4.107324	8.832222	
4.582339	6.039791	4.165129	9.353006	
5.479167	6.954199	3.952985	9.070792	
5.688083	8.533356	3.848347	8.831127	
3.336601	5.256173	3.568713	8.345586	
5.627292	6.079263	4.084915	8.174877	
4.472760	5.612687	3.961102	7.541302	
5.472402	7.473486	4.449349	7.700404	
4.824337	5.141942	4.155786	7.448346	
5.366230	7.262514	4.347646	7.513272	
3.781229	5.132072	4.090017	7.524157	
3.256261	4.338658	4.089028	7.606298	
5.710506	7.244755	4.020096	8.178751	
5.799443	6.032484	4.197234	8.262074	
5.442799	6.640924	4.145531	8.072462	
3.801754	5.278664	4.145018	7.825050	
4.402977	7.099495	4.165822	7.958441	
4.439673	5.280703	4.592139	8.182055	
4.243698	6.002832	4.395577	8.639765	
4.621710	6.171130	3.745283	7.396276	
5.049849	6.782919	3.780789	7.856169	
4.584581	6.762929	4.739966	8.084364	
4.630314	5.727685	4.335826	8.047283	
4.110106	6.264625	4.330470	8.180824	
4.657925	5.119771	4.668996	8.705615	
4.336015	5.543614	4.478032	8.526688	
4.145977	5.653735	4.478778	8.474564	
5.138437	5.371832	4.660643	8.740749	
3.319125	4.323813	4.423268	8.619555	
3.100653	5.682996	4.175194	8.196800	
4.132812	5.174602	4.402791	8.674019	
4.132354	6.016914	4.045593	8.482201	
4.336939	6.380415	4.117245	8.052729	
4.302185	5.025913	4.357278	8.287504	
3.489915	4.521246	4.297231	8.002423	
3.223642	3.334808	4.165575	8.067879	
2.699534	4.582226	3.920627	7.957376	
4.279405	5.313966	4.219442	8.514671	
3.983623	5.464603	3.942021	7.541123	
3.535404	5.373685	3.639496	7.857424	
4.157049	4.657856	3.850084	8.085194	
4.054168	5.741648	3.848122	8.173859	
4.241754	5.001781	3.790492	8.127167	
5.026619	7.365592	4.104548	8.105944	
3.559544	4.849701	3.748083	7.679953	
4.645346	7.243590	3.583433	7.729137	
5.110188	5.697492	3.977425	8.421844	
4.316287	6.768089	3.576332	7.793160	
5.187275	6.508762	3.450360	7.699022	
4.920548	6.559966	3.741889	7.902280	
6.401320	7.047508	3.385297	7.042556	
6.916883	10.358439	3.580349	7.133323	
5.064399	7.868154	3.228246	7.069160	
6.152546	8.789141	3.396733	7.625335	
6.973644	9.524615	3.319269	7.152267	
7.655678	9.489735	3.515074	7.296052	
6.843381	9.590508	3.685091	7.580583	
8.828347	11.384321	3.642380	7.723171	
7.802121	10.024575	4.229820	8.172950	
8.196187	10.058554	3.887028	7.736075	
9.827039	10.437831	4.026621	8.043604	
9.187951	12.144403	3.863412	7.825630	
11.907634	15.447987	3.879825	7.625445	
8.562596	11.009082	3.675447	7.448484	
8.135374	12.088404	3.346108	7.070710	
8.950419	15.421447	3.933061	7.913006	
9.835730	14.536109	3.553155	7.704395	
10.140398	14.715254	3.491661	7.882845	
9.903276	13.225323	3.984037	7.965232	
9.709430	12.834153	3.079575	7.318722	
7.838054	9.946526	3.448592	7.516227	
11.739311	12.559129	3.419532	7.038179	
9.515718	10.459664	3.844982	7.477444	
11.268729	13.850760	3.770013	7.006849	
8.658214	12.497004	3.708530	7.012207	
9.711839	15.910489	3.421820	7.335619	
13.824401	13.576915	4.327442	7.700284	
9.991299	12.176949	3.984290	7.749623	
12.237970	12.642460	3.937388	7.640862	
8.112251	10.554190	3.423146	7.707581	
9.441023	13.275679	3.182413	7.260434	
8.570040	13.006979	3.570734	7.729247	
11.260736	15.732604	3.367082	7.504614	
12.806245	13.964390	3.464305	7.630093	
8.845011	11.554448	3.440641	7.675576	
9.729374	11.154261	3.784307	7.561921	
10.584418	12.263245	4.312109	7.748412	
8.540494	9.866120	4.136323	8.312620	
7.003000	8.868204	3.837577	8.027073	
9.071955	10.412349	3.960899	7.672217	
10.484579	13.964349	3.901981	7.787132	
8.778436	11.526379	3.920665	7.798120	
6.715371	9.281132	3.545834	7.309300	
7.632790	11.924999	3.148814	7.148705	
8.698543	10.464097	3.687884	7.583101	
8.429140	11.394063	3.898477	7.389344	
9.984948	12.030230	4.051406	7.580116	
8.230072	9.554802	4.018734	7.485798	
7.769229	8.170755	4.300531	8.037853	
9.422341	10.816551	4.088757	7.293526	
6.686450	9.145686	4.012854	7.544862	
